,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.06660120147874307,0.0,0.006931608133086876,0.0,0.004736598890942699,0.0009819778188539742,0.009762014787430684,0.008375693160813309,0.0,0.0,0.0,0.0,0.011090573012939002,0.0,0.0,0.020679297597042515,0.009068853974121997,0.0,0.009011090573012939,0.0013285582255083178,0.018253234750462106,0.021545748613678372,0.0013285582255083178,0.01455637707948244,0.005083179297597043,0.0,0.0,0.00878003696857671,0.004101201478743068,0.018946395563770795,0.01155268022181146,0.03610212569316081,0.0,0.03731515711645102,0.0,0.0,0.0009819778188539742,0.031192236598890942,0.0,0.00028881700554528653,0.007971349353049908,0.017502310536044362,0.0,0.02830406654343808,0.003465804066543438,0.014267560073937154,0.017617837338262478,0.0,0.0,0.0,0.04326478743068392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003408040665434381,0.005603049907578558,0.0,0.0
Fz,0.0,0.09455615497793035,0.0,0.026581657675331046,0.0,0.0,0.0,0.006669936243256498,0.0,0.0,0.0,0.021481118195193723,0.004806277587052476,0.008680725846002943,0.0,0.015939185875429134,0.0,0.0,0.0013732221677292791,0.01211378126532614,0.006669936243256498,0.0003433055419323198,0.0,0.0,0.0,0.0131436978911231,0.0011770475723393821,0.0,0.0,0.0,0.012015693967631191,0.0,0.013928396272682688,0.0,0.0,0.041834232466895535,0.0,0.0007356547327121138,0.005002452182442374,0.012653261402648356,0.009710642471799901,0.0,0.0006866110838646396,0.0,0.04291319274153997,0.0,0.0,0.012064737616478666,0.024472780774889652,0.0,0.0,0.014811181951937225,0.002893575282000981,0.0031878371750858263,0.0006866110838646396,0.0,0.020598332515939184,0.02202059833251594,0.0,0.0,0.0025502697400686613,0.0,0.04369789112309956
F3,0.0045925490484238374,0.0,0.062348445881402016,0.0012491733411712836,0.032074362554192076,0.011977367918289367,0.010103607906532442,0.009111617312072893,0.0094790212359468,0.0,0.014879858916893232,0.014585935777794106,0.0,0.0,0.012050848703064148,0.0009919905944595487,0.0072011169079285765,0.0,3.67403923873907e-05,0.0045925490484238374,0.0,0.0,0.01693732089058711,0.0,0.0,0.013373502829010214,0.0026085678595047395,0.0051436549342346975,0.021750312293335294,0.01638621500477625,0.006760232199279888,0.01363068557572195,0.005070174149459916,0.03365419942684988,0.007678742008964656,0.0,0.005511058858108604,0.0,0.004114923947387758,0.0,0.001690058049819972,0.0,0.008229847894775516,0.008707472995811595,0.0,0.011463002424865898,0.003269894922477772,0.005768241604820339,0.011977367918289367,0.004666029833198619,0.011463002424865898,0.009001396134910722,0.00786244397090161,0.012785656550811963,0.019729590712028806,0.0010287309868469395,0.0,0.014916599309280623,0.0016533176574325813,0.0,0.0,0.006282607098243809,0.01160996399441546
FT9,0.0,0.025817801445416507,0.001711677443895017,0.06318942563712439,0.0015214910612400153,0.0024248763788512744,0.0,0.0,0.00798782807151008,0.0,0.006846709775580068,0.0063236972232788135,0.013550779764168885,0.014596804868771397,0.0012362114872575124,0.0006656523392925066,0.0,0.007084442753898821,0.0009509319132750095,0.015405096995055155,0.0,0.0,0.0,0.0,0.0,0.025247242297451504,0.008225561049828833,0.0,0.0,0.0,4.754659566375048e-05,0.0,0.023583111449220234,0.0,0.0,0.03784709014834538,0.005182578927348802,0.0003328261696462533,0.017354507417268922,0.018448079117535186,0.01302776721186763,0.0,0.003803727653100038,0.0,0.010650437428680106,0.0,0.0018067706352225181,0.010697984024343857,0.018257892734880182,0.0,0.0,0.01887599847850894,0.006561430201597566,0.011411182959300114,0.004374286801065044,0.010317611259033852,0.014882084442753898,0.017259414225941423,0.005182578927348802,0.009128946367440091,0.008368200836820083,0.0,0.02981171548117155
FC5,0.005384996286209458,0.0,0.05422134191631592,0.0017331022530329288,0.07050012379301808,0.005446892795246348,0.004580341668729884,0.014174300569447884,0.0,0.0,0.0,0.009903441445902451,0.0,0.0,0.009284476355533549,0.0004951720722951226,0.010955682099529587,0.0,0.0,0.01336964595196831,0.0,0.0,0.01355533547907898,0.0,0.0,0.0022282743253280515,0.006622926466947264,0.008665511265164644,0.03441445902451102,0.014917058677890567,0.006994305521168606,0.021787571180985392,0.0033424114879920773,0.04320376330774944,0.00588016835850458,0.001361723198811587,0.0010522406536271353,0.0,0.0020425847982173807,0.0,0.0003094825451844516,0.0,0.0,0.010955682099529587,0.0,0.013183956424857639,0.0029710324337707352,0.006499133448873483,0.013926714533300322,0.005323099777172567,0.01559792027729636,0.003528101015102748,0.0031567219608814065,0.024201535033424114,0.006746719485021045,0.0009903441445902451,0.0,0.006746719485021045,0.0,0.0,0.0018568952711067097,0.01157464718989849,0.006313443921762813
FC1,0.0006932889628397116,0.0,0.014882603068959142,0.0024496210020336475,0.003974856720281013,0.06937511554816048,0.012479201331114808,0.004714364947310039,0.014836383804769829,0.0,0.01631540025882788,0.010491772970974303,0.004575707154742097,0.0008319467554076539,0.0035588833425771863,0.002542059530412276,0.0,0.0,0.0,4.621926418931411e-05,0.0032815677574413015,0.0008319467554076539,0.030735810685893882,0.0,0.0,0.008411906082455168,0.0,0.015159918654095026,0.004529487890552782,0.015113699389905713,0.0,0.0,0.0037437603993344427,0.0071639859493436864,0.023710482529118136,0.0,0.010769088556110187,0.0035588833425771863,0.0036513218709558143,0.009336291366241449,0.003928637456091699,0.007626178591236828,0.0,0.01136993899057127,0.0,0.006886670364207802,0.02398779811425402,0.00697910889258643,0.0,0.006840451100018487,0.017701978184507302,0.0,0.00027731558513588466,0.006886670364207802,0.015622111295988167,0.020798668885191347,0.0,0.021538177112220374,0.0028193751155481603,0.0226012201885746,0.019319652431133295,0.0,0.003050471436494731
C3,0.007088926174496644,0.0,0.011325503355704697,0.0,0.0030201342281879194,0.01115771812080537,0.05994127516778523,0.004656040268456376,0.005956375838926175,0.0,0.016736577181208055,0.0050335570469798654,0.0,0.0,0.008976510067114094,0.0,0.007676174496644295,0.0,0.011073825503355705,0.004110738255033557,0.0,0.005704697986577181,0.01115771812080537,0.0,0.0,0.002307046979865772,0.0,0.009773489932885905,0.003691275167785235,0.0149748322147651,0.0036073825503355706,0.002139261744966443,0.0014261744966442952,0.009605704697986578,0.02806208053691275,0.0,0.010696308724832215,0.0020553691275167784,0.001552013422818792,0.0,0.007214765100671141,0.0,0.010696308724832215,0.016275167785234898,0.0009647651006711409,0.021476510067114093,0.017743288590604027,0.012751677852348993,0.009731543624161074,0.017869127516778525,0.014177852348993289,0.015100671140939598,0.005075503355704698,0.013590604026845638,0.006166107382550336,0.015939597315436243,0.004614093959731544,0.0022651006711409396,0.0063758389261744965,0.015394295302013423,0.011870805369127517,0.0,0.011199664429530201
T7,0.009918241522584104,0.009248090068355449,0.016418710628602066,0.0,0.015145422865567618,0.006835544833132288,0.007438681141938078,0.08946521913952553,0.0,0.0,0.008845999195818254,0.013872135102533172,0.0,0.0,0.0,0.01300093821203592,0.017021846937407853,0.0,0.012598847339498728,0.014609301702184694,0.013134968502881652,0.013805119957110307,0.010655408122235626,0.009717196086315508,0.0053612116338292454,0.0,0.0,0.006835544833132288,0.004221954161640531,0.00650046910601796,0.010186302104275567,0.027409194477952016,0.001541348344725908,0.018831255863825225,0.005160166197560648,0.004892105615869186,0.0011392574721887146,0.008175847741589599,0.0,0.0,0.0,0.0,0.0026806058169146227,0.0,0.023254255461734354,0.0,0.015346468301836214,0.0010052271813429834,0.004020908725371934,0.0008711968904972524,0.023790376625117276,0.0,0.0,0.0,0.0012732877630344459,0.006433453960595094,0.0020774695081088325,0.005562257070097842,0.0,0.006835544833132288,0.008711968904972524,0.013738104811687442,0.0024125452352231603
TP9,0.0,0.0,0.0117572578457086,0.007506556932260107,0.0,0.014334810527267794,0.006602152482590214,0.0,0.5659292634323788,0.0004974224473184408,0.021389165234692954,0.026772192658785197,0.0,0.005697748032920322,0.026860812155195802,0.0012661662295378492,0.0,0.006059509812788279,0.0011305055620873655,0.0034819571312290857,0.0,0.0,0.0,0.0,0.0017635886768562902,0.025820747038075426,0.001537487564438817,0.008953604051731935,0.004883784028217419,0.0,0.0,0.0,0.010038889391335805,0.0019444695667902687,0.007099574929908655,0.00529076603056887,0.008998824274215429,0.0,0.02007777878267161,0.009405806276566881,0.0,0.0,0.007461336709776612,0.0,0.0,0.01790720810346387,4.522022248349462e-05,0.01899249344306774,0.01967079678032016,0.0022157909016912365,0.0,0.016188839649091073,0.005697748032920322,0.007823098489644568,0.014967893642036718,0.0026679931265261823,0.0035271773537125803,0.02781043682734919,0.01840463055078231,0.007958759157095053,0.00040698200235145157,0.0,0.023152753911549244
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.14629629629629629,0.0,0.0,0.0,0.0,0.040740740740740744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
