,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.17647058823529413,0.18487394957983194,0.14285714285714285,0.16806722689075632,0.17647058823529413,0.15126050420168066,0.0,0.0
parsopercularis-lh,0.14285714285714285,0.23129251700680273,0.11564625850340136,0.17687074829931973,0.19727891156462585,0.1360544217687075,0.0,0.0
parstriangularis-rh,0.16379310344827586,0.16379310344827586,0.16379310344827586,0.15517241379310345,0.16379310344827586,0.16379310344827586,0.02586206896551724,0.0
precentral-lh,0.10309278350515463,0.14432989690721648,0.08762886597938144,0.23195876288659795,0.14432989690721648,0.20103092783505155,0.08762886597938144,0.0
rostralmiddlefrontal-lh,0.14583333333333334,0.2152777777777778,0.11805555555555555,0.18055555555555555,0.2013888888888889,0.1388888888888889,0.0,0.0
superiortemporal-lh,0.09836065573770492,0.12021857923497267,0.09289617486338798,0.22950819672131148,0.12021857923497267,0.22950819672131148,0.1092896174863388,0.0
superiortemporal-rh,0.0,0.0,0.03125,0.296875,0.0,0.34375,0.328125,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
