,cuneus-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,insula-lh,parsopercularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.7857142857142857,0.0,0.0,0.21428571428571427,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.25925925925925924,0.25925925925925924,0.0,0.0,0.24074074074074073,0.24074074074074073
frontalpole-rh,0.0,0.0,0.25925925925925924,0.25925925925925924,0.0,0.0,0.24074074074074073,0.24074074074074073
insula-lh,0.0,0.38461538461538464,0.0,0.0,0.6153846153846154,0.0,0.0,0.0
parsopercularis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.25925925925925924,0.25925925925925924,0.0,0.0,0.24074074074074073,0.24074074074074073
rostralanteriorcingulate-rh,0.0,0.0,0.25925925925925924,0.25925925925925924,0.0,0.0,0.24074074074074073,0.24074074074074073
