,cuneus-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,pericalcarine-rh,rostralanteriorcingulate-lh,temporalpole-lh
cuneus-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.575,0.25833333333333336,0.0,0.0,0.0,0.041666666666666664,0.125
frontalpole-rh,0.0,0.2426470588235294,0.6102941176470589,0.0,0.0,0.0,0.14705882352941177,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.3472222222222222,0.3611111111111111,0.2916666666666667,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.0,0.19696969696969696,0.6060606060606061,0.19696969696969696,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.3108108108108108,0.35135135135135137,0.33783783783783783,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.06666666666666667,0.20952380952380953,0.0,0.0,0.0,0.7238095238095238,0.0
temporalpole-lh,0.0,0.15476190476190477,0.0,0.0,0.0,0.0,0.0,0.8452380952380952
