,fusiform-lh,inferiorparietal-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,lingual-lh,parahippocampal-lh,temporalpole-lh,transversetemporal-lh
fusiform-lh,0.19876868953386104,0.16182937554969218,0.056288478452066845,0.12137203166226913,0.1785400175901495,0.17941952506596306,0.0,0.10378188214599825
inferiorparietal-lh,0.18669527896995708,0.20815450643776823,0.07296137339055794,0.09227467811158799,0.17274678111587982,0.16523605150214593,0.0,0.10193133047210301
isthmuscingulate-rh,0.1457286432160804,0.16080402010050251,0.3944723618090452,0.022613065326633167,0.1306532663316583,0.10552763819095477,0.02763819095477387,0.01256281407035176
lateralorbitofrontal-lh,0.1543274244004171,0.09906152241918666,0.011470281543274244,0.24504692387904067,0.16996871741397288,0.1762252346193952,0.0,0.14389989572471323
lingual-lh,0.1828231292517007,0.14540816326530612,0.04931972789115646,0.13180272108843538,0.195578231292517,0.1870748299319728,0.0,0.10799319727891156
parahippocampal-lh,0.1854077253218884,0.1407725321888412,0.041201716738197426,0.13733905579399142,0.1888412017167382,0.19570815450643778,0.0,0.11072961373390558
temporalpole-lh,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0
transversetemporal-lh,0.1528117359413203,0.12102689486552567,0.008557457212713936,0.16748166259168704,0.15770171149144255,0.1625916870415648,0.0,0.22982885085574573
