,cuneus-lh,frontalpole-rh,isthmuscingulate-lh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-rh,precuneus-lh,rostralanteriorcingulate-rh
cuneus-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.7258064516129032,0.0,0.0,0.0,0.0,0.0,0.27419354838709675
isthmuscingulate-lh,0.0,0.0,0.48484848484848486,0.5151515151515151,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.21518987341772153,0.6582278481012658,0.0,0.12658227848101267,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.46153846153846156,0.0,0.5384615384615384,0.0,0.0
precuneus-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-rh,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.5384615384615384
