,cuneus-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,0.657051282051282,0.0,0.0,0.20833333333333334,0.060897435897435896,0.07371794871794872,0.0,0.0
frontalpole-lh,0.0,0.8663366336633663,0.13366336633663367,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.05530973451327434,0.3075221238938053,0.0420353982300885,0.14823008849557523,0.0,0.2345132743362832,0.21238938053097345
isthmuscingulate-lh,0.15973741794310722,0.0,0.03282275711159737,0.44638949671772427,0.2713347921225383,0.0,0.061269146608315096,0.028446389496717725
isthmuscingulate-rh,0.04181818181818182,0.0,0.11090909090909092,0.23636363636363636,0.36727272727272725,0.0,0.14545454545454545,0.09818181818181818
parahippocampal-rh,0.12209302325581395,0.0,0.0,0.0,0.0,0.877906976744186,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.22807017543859648,0.07017543859649122,0.18859649122807018,0.0,0.2850877192982456,0.22807017543859648
rostralanteriorcingulate-rh,0.0,0.0,0.2288329519450801,0.038901601830663615,0.13729977116704806,0.0,0.2517162471395881,0.34324942791762014
