,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.267515923566879,0.08280254777070063,0.10191082802547771,0.10191082802547771,0.1337579617834395,0.1464968152866242,0.08280254777070063,0.08280254777070063
inferiorparietal-rh,0.06341463414634146,0.18048780487804877,0.16585365853658537,0.14146341463414633,0.08292682926829269,0.17560975609756097,0.0975609756097561,0.09268292682926829
postcentral-rh,0.0794392523364486,0.17289719626168223,0.17757009345794392,0.14018691588785046,0.09813084112149532,0.16355140186915887,0.08411214953271028,0.08411214953271028
superiorfrontal-lh,0.08080808080808081,0.16161616161616163,0.16666666666666666,0.20202020202020202,0.09090909090909091,0.15656565656565657,0.0707070707070707,0.0707070707070707
superiorfrontal-rh,0.1346153846153846,0.11538461538461539,0.1282051282051282,0.11538461538461539,0.16025641025641027,0.11538461538461539,0.11538461538461539,0.11538461538461539
superiorparietal-rh,0.08928571428571429,0.15625,0.14732142857142858,0.125,0.07142857142857142,0.24553571428571427,0.08482142857142858,0.08035714285714286
superiortemporal-lh,0.09285714285714286,0.1357142857142857,0.12142857142857143,0.09285714285714286,0.12142857142857143,0.15,0.15,0.1357142857142857
supramarginal-lh,0.09219858156028368,0.1347517730496454,0.12056737588652482,0.09219858156028368,0.12056737588652482,0.14184397163120568,0.14184397163120568,0.15602836879432624
