,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.5660377358490566,0.03773584905660377,0.0,0.33962264150943394,0.05660377358490566,0.0,0.0,0.0
inferiorparietal-rh,0.008620689655172414,0.22844827586206898,0.1206896551724138,0.11637931034482758,0.10344827586206896,0.16810344827586207,0.1206896551724138,0.1336206896551724
parsopercularis-lh,0.0,0.15846994535519127,0.19672131147540983,0.14207650273224043,0.03825136612021858,0.1366120218579235,0.16393442622950818,0.16393442622950818
superiorfrontal-rh,0.08520179372197309,0.1210762331838565,0.11659192825112108,0.2556053811659193,0.026905829596412557,0.13452914798206278,0.1210762331838565,0.13901345291479822
superiorparietal-lh,0.013513513513513514,0.17567567567567569,0.060810810810810814,0.0472972972972973,0.39864864864864863,0.19594594594594594,0.060810810810810814,0.0472972972972973
superiorparietal-rh,0.00425531914893617,0.1702127659574468,0.10212765957446808,0.11914893617021277,0.13617021276595745,0.2425531914893617,0.10212765957446808,0.12340425531914893
superiortemporal-lh,0.0,0.16201117318435754,0.16759776536312848,0.15083798882681565,0.03910614525139665,0.1452513966480447,0.16759776536312848,0.16759776536312848
superiortemporal-rh,0.0,0.15591397849462366,0.15053763440860216,0.16666666666666666,0.03225806451612903,0.16129032258064516,0.15053763440860216,0.1827956989247312
