,P3,Cz,F5,P1,PO3,POz,PO4,PO8
P3,0.30666666666666664,0.2,0.3333333333333333,0.0,0.0,0.16,0.0,0.0
Cz,0.26785714285714285,0.25,0.26785714285714285,0.0,0.0,0.21428571428571427,0.0,0.0
F5,0.3116883116883117,0.19480519480519481,0.33766233766233766,0.0,0.0,0.15584415584415584,0.0,0.0
P1,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
POz,0.26,0.26,0.26,0.0,0.0,0.22,0.0,0.0
PO4,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
