,Fp1,P3,P7,O1,Fp2,P5,PO3,PO8
Fp1,0.26717557251908397,0.0,0.17557251908396945,0.0,0.2824427480916031,0.16793893129770993,0.10687022900763359,0.0
P3,0.0,0.2857142857142857,0.0,0.35714285714285715,0.0,0.0,0.0,0.35714285714285715
P7,0.23,0.0,0.21,0.0,0.23,0.2,0.13,0.0
O1,0.0,0.16666666666666666,0.0,0.3888888888888889,0.0,0.0,0.0,0.4444444444444444
Fp2,0.2608695652173913,0.0,0.16666666666666666,0.0,0.3115942028985507,0.15942028985507245,0.10144927536231885,0.0
P5,0.22448979591836735,0.0,0.21428571428571427,0.0,0.22448979591836735,0.20408163265306123,0.1326530612244898,0.0
PO3,0.20588235294117646,0.0,0.20588235294117646,0.0,0.20588235294117646,0.20588235294117646,0.17647058823529413,0.0
PO8,0.015151515151515152,0.13636363636363635,0.0,0.3484848484848485,0.015151515151515152,0.0,0.0,0.48484848484848486
