,P3,Cz,F5,P1,PO3,POz,PO4,PO8
P3,0.21568627450980393,0.23529411764705882,0.0784313725490196,0.0,0.0,0.23529411764705882,0.0,0.23529411764705882
Cz,0.21359223300970873,0.23300970873786409,0.07766990291262135,0.0,0.0,0.23300970873786409,0.0,0.24271844660194175
F5,0.20454545454545456,0.20454545454545456,0.18181818181818182,0.0,0.0,0.20454545454545456,0.0,0.20454545454545456
P1,0.0,0.0,0.0,0.36,0.29,0.0,0.35,0.0
PO3,0.0,0.0,0.0,0.34523809523809523,0.30952380952380953,0.0,0.34523809523809523,0.0
POz,0.21359223300970873,0.23300970873786409,0.07766990291262135,0.0,0.0,0.23300970873786409,0.0,0.24271844660194175
PO4,0.0,0.0,0.0,0.36082474226804123,0.28865979381443296,0.0,0.35051546391752575,0.0
PO8,0.21359223300970873,0.23300970873786409,0.07766990291262135,0.0,0.0,0.23300970873786409,0.0,0.24271844660194175
