,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.18840579710144928,0.15942028985507245,0.10144927536231885,0.13043478260869565,0.13043478260869565,0.0,0.17391304347826086,0.11594202898550725
caudalmiddlefrontal-rh,0.18055555555555555,0.1527777777777778,0.1111111111111111,0.125,0.1388888888888889,0.0,0.16666666666666666,0.125
parstriangularis-rh,0.13846153846153847,0.15384615384615385,0.13846153846153847,0.12307692307692308,0.13846153846153847,0.0,0.15384615384615385,0.15384615384615385
rostralmiddlefrontal-lh,0.1568627450980392,0.13725490196078433,0.11764705882352941,0.1568627450980392,0.1568627450980392,0.0,0.13725490196078433,0.13725490196078433
rostralmiddlefrontal-rh,0.15517241379310345,0.13793103448275862,0.1206896551724138,0.15517241379310345,0.15517241379310345,0.0,0.13793103448275862,0.13793103448275862
superiorfrontal-lh,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.2
superiortemporal-lh,0.18666666666666668,0.16,0.10666666666666667,0.12,0.13333333333333333,0.0,0.17333333333333334,0.12
superiortemporal-rh,0.14705882352941177,0.14705882352941177,0.1323529411764706,0.1323529411764706,0.14705882352941177,0.0,0.14705882352941177,0.14705882352941177
