,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-lh,precentral-rh,superiorfrontal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.168,0.144,0.136,0.144,0.136,0.0,0.136,0.136
caudalmiddlefrontal-rh,0.14893617021276595,0.15602836879432624,0.1276595744680851,0.14893617021276595,0.1347517730496454,0.0,0.14184397163120568,0.14184397163120568
parstriangularis-rh,0.15328467153284672,0.145985401459854,0.1386861313868613,0.145985401459854,0.1386861313868613,0.0,0.1386861313868613,0.1386861313868613
precentral-lh,0.1437908496732026,0.1568627450980392,0.12418300653594772,0.1503267973856209,0.13725490196078433,0.0,0.1437908496732026,0.1437908496732026
precentral-rh,0.12727272727272726,0.1393939393939394,0.12121212121212122,0.15151515151515152,0.15151515151515152,0.006060606060606061,0.14545454545454545,0.15757575757575756
superiorfrontal-lh,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.7142857142857143,0.023809523809523808,0.047619047619047616
superiortemporal-lh,0.1342281879194631,0.15436241610738255,0.12080536912751678,0.15436241610738255,0.14093959731543623,0.0,0.1476510067114094,0.1476510067114094
supramarginal-lh,0.1320754716981132,0.1509433962264151,0.11949685534591195,0.1509433962264151,0.14465408805031446,0.0,0.1509433962264151,0.1509433962264151
