,caudalmiddlefrontal-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.19444444444444445,0.1111111111111111,0.1388888888888889,0.0,0.2222222222222222,0.0,0.16666666666666666,0.16666666666666666
parstriangularis-rh,0.15,0.15,0.175,0.0,0.175,0.0,0.175,0.175
precentral-lh,0.1590909090909091,0.13636363636363635,0.1590909090909091,0.0,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182
rostralmiddlefrontal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.19047619047619047,0.11904761904761904,0.14285714285714285,0.0,0.21428571428571427,0.0,0.16666666666666666,0.16666666666666666
superiorfrontal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiorparietal-rh,0.17391304347826086,0.13043478260869565,0.15217391304347827,0.0,0.1956521739130435,0.0,0.17391304347826086,0.17391304347826086
superiortemporal-lh,0.1951219512195122,0.12195121951219512,0.14634146341463414,0.0,0.1951219512195122,0.0,0.17073170731707318,0.17073170731707318
