,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-rh,middletemporal-lh,pericalcarine-rh,posteriorcingulate-lh,temporalpole-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.5601503759398496,0.21428571428571427,0.0,0.21428571428571427,0.0,0.0,0.0,0.011278195488721804
caudalanteriorcingulate-rh,0.16071428571428573,0.5964285714285714,0.0,0.014285714285714285,0.17142857142857143,0.0,0.0,0.05714285714285714
frontalpole-rh,0.0,0.0,0.6203703703703703,0.0,0.0,0.041666666666666664,0.2638888888888889,0.07407407407407407
middletemporal-lh,0.15151515151515152,0.020202020202020204,0.0,0.5328282828282829,0.0,0.20202020202020202,0.07575757575757576,0.017676767676767676
pericalcarine-rh,0.0,0.1888412017167382,0.0,0.0,0.6909871244635193,0.0,0.0,0.12017167381974249
posteriorcingulate-lh,0.0,0.0,0.03982300884955752,0.36283185840707965,0.0,0.5973451327433629,0.0,0.0
temporalpole-lh,0.0,0.0,0.18085106382978725,0.09929078014184398,0.0,0.0,0.7198581560283688,0.0
temporalpole-rh,0.0038314176245210726,0.05363984674329502,0.05363984674329502,0.02681992337164751,0.12260536398467432,0.0,0.0,0.7394636015325671
