,frontalpole-rh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,parsopercularis-lh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
frontalpole-rh,0.5551948051948052,0.0,0.0,0.0,0.016233766233766232,0.42857142857142855,0.0,0.0
insula-rh,0.0,0.34893617021276596,0.2170212765957447,0.13404255319148936,0.03404255319148936,0.0,0.19787234042553192,0.06808510638297872
isthmuscingulate-rh,0.0,0.2165991902834008,0.3522267206477733,0.14979757085020243,0.0,0.0,0.17813765182186234,0.10323886639676114
parahippocampal-rh,0.0,0.16321243523316062,0.19170984455958548,0.4170984455958549,0.0,0.0,0.09067357512953368,0.13730569948186527
parsopercularis-lh,0.012987012987012988,0.07792207792207792,0.0,0.0,0.8484848484848485,0.03463203463203463,0.0,0.025974025974025976
rostralanteriorcingulate-rh,0.404320987654321,0.0,0.0,0.0,0.030864197530864196,0.5648148148148148,0.0,0.0
temporalpole-rh,0.0,0.2630208333333333,0.22916666666666666,0.08854166666666667,0.0,0.0,0.2916666666666667,0.12760416666666666
transversetemporal-rh,0.0,0.10268948655256724,0.14425427872860636,0.13447432762836187,0.019559902200488997,0.0,0.1393643031784841,0.45965770171149145
