,caudalmiddlefrontal-rh,cuneus-rh,frontalpole-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-lh,pericalcarine-rh,rostralanteriorcingulate-lh
caudalmiddlefrontal-rh,0.48148148148148145,0.0,0.0,0.14814814814814814,0.0,0.37037037037037035,0.0,0.0
cuneus-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.3484848484848485,0.0,0.3484848484848485,0.0,0.0,0.30303030303030304
isthmuscingulate-rh,0.2,0.0,0.0,0.4,0.0,0.4,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.34782608695652173,0.0,0.34782608695652173,0.0,0.0,0.30434782608695654
parahippocampal-lh,0.3157894736842105,0.0,0.0,0.2631578947368421,0.0,0.42105263157894735,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.3188405797101449,0.0,0.3333333333333333,0.0,0.0,0.34782608695652173
