,caudalmiddlefrontal-lh,parsopercularis-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0
parsopercularis-lh,0.0,0.21052631578947367,0.19736842105263158,0.0,0.03508771929824561,0.15350877192982457,0.21052631578947367,0.19298245614035087
rostralmiddlefrontal-rh,0.0,0.1803921568627451,0.21568627450980393,0.043137254901960784,0.07450980392156863,0.12941176470588237,0.1843137254901961,0.17254901960784313
superiorfrontal-lh,0.0,0.0,0.275,0.35,0.375,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.08421052631578947,0.2,0.15789473684210525,0.30526315789473685,0.08421052631578947,0.08421052631578947,0.08421052631578947
superiortemporal-lh,0.09734513274336283,0.1592920353982301,0.15486725663716813,0.0,0.035398230088495575,0.24336283185840707,0.1592920353982301,0.1504424778761062
superiortemporal-rh,0.0,0.20675105485232068,0.19831223628691982,0.0,0.03375527426160337,0.14767932489451477,0.21518987341772153,0.19831223628691982
supramarginal-rh,0.0,0.19911504424778761,0.20353982300884957,0.0,0.035398230088495575,0.14601769911504425,0.21238938053097345,0.20353982300884957
