,TP9,P7,O1,Oz,TP10,POz,CPz,TP8
TP9,0.4,0.4666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.0
P7,0.09230769230769231,0.8769230769230769,0.0,0.0,0.03076923076923077,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.375,0.375,0.0,0.0,0.25,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
