,TP9,P7,O1,Oz,TP10,POz,CPz,TP8
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.8924731182795699,0.0,0.0,0.0,0.10752688172043011,0.0,0.0
O1,0.0,0.0,0.29508196721311475,0.29918032786885246,0.28688524590163933,0.0,0.11885245901639344,0.0
Oz,0.0,0.0,0.26353790613718414,0.3574007220216607,0.2563176895306859,0.0,0.12274368231046931,0.0
TP10,0.0,0.0,0.291497975708502,0.29554655870445345,0.29554655870445345,0.0,0.11740890688259109,0.0
POz,0.0,0.5238095238095238,0.0,0.0,0.0,0.47619047619047616,0.0,0.0
CPz,0.0,0.0,0.23387096774193547,0.27419354838709675,0.23387096774193547,0.0,0.25806451612903225,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
