,CP5,Pz,P3,P8,C5,POz,CPz,TP8
CP5,0.3076923076923077,0.0,0.0,0.34615384615384615,0.0,0.0,0.34615384615384615,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.08888888888888889,0.0,0.0,0.4444444444444444,0.0,0.0,0.4666666666666667,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.5210526315789473,0.0,0.4789473684210526
CPz,0.042328042328042326,0.0,0.0,0.21693121693121692,0.0,0.0,0.7407407407407407,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.34099616858237547,0.0,0.6590038314176245
