,TP9,P7,O1,Oz,TP10,POz,CPz,TP8
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.49324324324324326,0.0,0.0,0.0,0.0,0.0,0.5067567567567568
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.49825783972125437,0.0,0.5017421602787456,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.446875,0.0,0.553125,0.0
TP8,0.0,0.2924901185770751,0.0,0.0,0.0,0.0,0.0,0.7075098814229249
