,Fp1,Fz,FC1,C4,F4,Fp2,AF7,F1
Fp1,0.5079365079365079,0.0,0.0,0.0,0.0,0.38095238095238093,0.1111111111111111,0.0
Fz,0.0,0.4857142857142857,0.0,0.5142857142857142,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.46153846153846156,0.0,0.5384615384615384,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.4444444444444444,0.0,0.0,0.0,0.0,0.42592592592592593,0.12962962962962962,0.0
AF7,0.35,0.0,0.0,0.0,0.0,0.35,0.3,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
