,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,parsopercularis-rh,parstriangularis-rh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.8275862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483
frontalpole-lh,0.0,0.7738095238095238,0.011904761904761904,0.011904761904761904,0.0,0.0,0.20238095238095238,0.0
frontalpole-rh,0.0,0.008695652173913044,0.7478260869565218,0.10434782608695652,0.0,0.0,0.1391304347826087,0.0
lateralorbitofrontal-rh,0.0,0.007352941176470588,0.125,0.5882352941176471,0.058823529411764705,0.14705882352941177,0.07352941176470588,0.0
parsopercularis-rh,0.008928571428571428,0.0,0.0,0.09821428571428571,0.5089285714285714,0.38392857142857145,0.0,0.0
parstriangularis-rh,0.0,0.0,0.010582010582010581,0.12698412698412698,0.25396825396825395,0.6084656084656085,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.04895104895104895,0.13286713286713286,0.0979020979020979,0.006993006993006993,0.006993006993006993,0.7062937062937062,0.0
temporalpole-lh,0.1511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.8488372093023255
