,inferiorparietal-rh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.13157894736842105,0.13596491228070176,0.13596491228070176,0.14035087719298245,0.14035087719298245,0.08771929824561403,0.10964912280701754,0.11842105263157894
postcentral-rh,0.12244897959183673,0.14285714285714285,0.1469387755102041,0.1510204081632653,0.14285714285714285,0.08163265306122448,0.10204081632653061,0.11020408163265306
superiorfrontal-rh,0.11811023622047244,0.1377952755905512,0.16141732283464566,0.16141732283464566,0.1377952755905512,0.07874015748031496,0.0984251968503937,0.1062992125984252
superiorparietal-lh,0.1171875,0.13671875,0.16015625,0.1640625,0.140625,0.078125,0.09765625,0.10546875
superiorparietal-rh,0.12244897959183673,0.14285714285714285,0.14285714285714285,0.1510204081632653,0.1469387755102041,0.08163265306122448,0.10204081632653061,0.11020408163265306
superiortemporal-lh,0.12941176470588237,0.12941176470588237,0.12941176470588237,0.12941176470588237,0.12941176470588237,0.11764705882352941,0.11764705882352941,0.11764705882352941
superiortemporal-rh,0.13,0.13,0.13,0.13,0.13,0.095,0.125,0.13
supramarginal-rh,0.12980769230769232,0.12980769230769232,0.12980769230769232,0.1346153846153846,0.1346153846153846,0.09134615384615384,0.1201923076923077,0.12980769230769232
