,caudalmiddlefrontal-lh,postcentral-lh,postcentral-rh,precentral-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.13353115727002968,0.12462908011869436,0.11572700296735905,0.13353115727002968,0.12759643916913946,0.11572700296735905,0.12166172106824925,0.12759643916913946
postcentral-lh,0.1235632183908046,0.13505747126436782,0.10919540229885058,0.14080459770114942,0.1235632183908046,0.11781609195402298,0.11781609195402298,0.13218390804597702
postcentral-rh,0.11271676300578035,0.1069364161849711,0.14450867052023122,0.11849710982658959,0.12138728323699421,0.13583815028901733,0.12716763005780346,0.1329479768786127
precentral-lh,0.11859838274932614,0.12129380053908356,0.11859838274932614,0.14285714285714285,0.12129380053908356,0.12129380053908356,0.11859838274932614,0.13746630727762804
superiorfrontal-rh,0.12535612535612536,0.11965811965811966,0.1225071225071225,0.1282051282051282,0.13105413105413105,0.11965811965811966,0.1282051282051282,0.12535612535612536
superiorparietal-lh,0.11049723756906077,0.1132596685082873,0.12430939226519337,0.12430939226519337,0.11878453038674033,0.143646408839779,0.1270718232044199,0.13812154696132597
superiorparietal-rh,0.12034383954154727,0.11461318051575932,0.12320916905444126,0.12320916905444126,0.12893982808022922,0.12893982808022922,0.1346704871060172,0.12607449856733524
superiortemporal-lh,0.11139896373056994,0.11398963730569948,0.11917098445595854,0.12953367875647667,0.11917098445595854,0.12176165803108809,0.11398963730569948,0.17098445595854922
