,parsopercularis-lh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.46153846153846156,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.4230769230769231
precentral-lh,0.125,0.34375,0.0,0.28125,0.0,0.0,0.125,0.125
precentral-rh,0.0,0.0,0.56,0.0,0.04,0.0,0.4,0.0
rostralmiddlefrontal-lh,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.16666666666666666,0.0
superiorparietal-rh,0.0,0.0,0.15384615384615385,0.0,0.38461538461538464,0.3076923076923077,0.15384615384615385,0.0
superiortemporal-lh,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
superiortemporal-rh,0.0,0.13513513513513514,0.32432432432432434,0.13513513513513514,0.02702702702702703,0.0,0.3783783783783784,0.0
supramarginal-lh,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.6153846153846154
