,inferiorparietal-rh,parsopercularis-lh,postcentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.3888888888888889,0.0,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.16666666666666666
parsopercularis-lh,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0
postcentral-lh,0.08,0.0,0.12,0.16,0.2,0.2,0.04,0.2
precentral-rh,0.06451612903225806,0.0,0.0967741935483871,0.1935483870967742,0.25806451612903225,0.1935483870967742,0.03225806451612903,0.16129032258064516
rostralmiddlefrontal-lh,0.11428571428571428,0.0,0.08571428571428572,0.17142857142857143,0.2571428571428571,0.17142857142857143,0.02857142857142857,0.17142857142857143
superiortemporal-rh,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.24242424242424243,0.18181818181818182,0.030303030303030304,0.18181818181818182
supramarginal-lh,0.05555555555555555,0.3611111111111111,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.3611111111111111,0.05555555555555555
supramarginal-rh,0.125,0.0,0.09375,0.15625,0.21875,0.1875,0.03125,0.1875
