,FT9,Pz,FT10,F4,FC3,TP8,FC4,AF4
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.3728813559322034,0.0,0.0,0.3813559322033898,0.0,0.2457627118644068,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.36,0.0,0.0,0.408,0.0,0.232,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.3372093023255814,0.0,0.0,0.3372093023255814,0.0,0.32558139534883723,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
