,Fp1,FT9,TP10,FT10,F4,AF7,AFz,CPz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.4
AF7,0.0,0.0,0.0,0.0,0.016129032258064516,0.6612903225806451,0.0,0.3225806451612903
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.024390243902439025,0.5121951219512195,0.0,0.4634146341463415
