,Fp1,FT9,TP10,FT10,F4,AF7,AFz,CPz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078
AFz,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078
CPz,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.36363636363636365,0.2727272727272727
