,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
frontalpole-lh,0.4066666666666667,0.38,0.0,0.0,0.09333333333333334,0.0,0.12,0.0
frontalpole-rh,0.28640776699029125,0.3786407766990291,0.0,0.0,0.16019417475728157,0.0,0.17475728155339806,0.0
fusiform-lh,0.0,0.0,0.7217391304347827,0.043478260869565216,0.0,0.23478260869565218,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.045454545454545456,0.9545454545454546,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.09473684210526316,0.19473684210526315,0.0,0.0,0.42105263157894735,0.0,0.2894736842105263,0.0
parahippocampal-lh,0.0,0.0,0.31,0.0,0.0,0.69,0.0,0.0
rostralanteriorcingulate-rh,0.12280701754385964,0.23391812865497075,0.0,0.0,0.30994152046783624,0.0,0.3333333333333333,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
