,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.3225806451612903,0.24193548387096775,0.0,0.0967741935483871,0.1935483870967742,0.04838709677419355,0.04838709677419355,0.04838709677419355
caudalmiddlefrontal-rh,0.19753086419753085,0.3333333333333333,0.16049382716049382,0.0,0.2716049382716049,0.0,0.0,0.037037037037037035
parstriangularis-rh,0.0,0.1875,0.484375,0.078125,0.203125,0.0,0.0,0.046875
rostralmiddlefrontal-lh,0.06451612903225806,0.0,0.0967741935483871,0.41935483870967744,0.08064516129032258,0.12903225806451613,0.08064516129032258,0.12903225806451613
rostralmiddlefrontal-rh,0.13333333333333333,0.24444444444444444,0.15555555555555556,0.06666666666666667,0.3,0.0,0.0,0.1
superiorparietal-lh,0.08,0.0,0.0,0.28,0.0,0.44,0.2,0.0
superiorparietal-rh,0.10526315789473684,0.0,0.0,0.3157894736842105,0.0,0.3157894736842105,0.2631578947368421,0.0
superiortemporal-rh,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.17307692307692307,0.17307692307692307,0.0,0.0,0.46153846153846156
