,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.6111111111111112,0.0,0.0,0.0,0.0,0.3888888888888889,0.0,0.0
parsopercularis-lh,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.32653061224489793,0.24489795918367346
parstriangularis-rh,0.0,0.0,0.5145631067961165,0.22330097087378642,0.0,0.0,0.02912621359223301,0.23300970873786409
precentral-rh,0.0,0.0,0.26506024096385544,0.5542168674698795,0.012048192771084338,0.0963855421686747,0.07228915662650602,0.0
superiorfrontal-lh,0.0,0.0,0.0,0.1875,0.75,0.0,0.0,0.0625
superiorparietal-lh,0.2222222222222222,0.0,0.0,0.09523809523809523,0.0,0.6825396825396826,0.0,0.0
superiorparietal-rh,0.0,0.16666666666666666,0.0641025641025641,0.0641025641025641,0.0,0.0,0.4358974358974359,0.2692307692307692
superiortemporal-rh,0.0,0.11458333333333333,0.25,0.0,0.0,0.0,0.19791666666666666,0.4375
