,entorhinal-lh,frontalpole-lh,frontalpole-rh,fusiform-rh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.580952380952381,0.0,0.0,0.0380952380952381,0.22857142857142856,0.047619047619047616,0.10476190476190476,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.02564102564102564,0.9743589743589743,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.36363636363636365,0.0,0.0,0.2727272727272727,0.36363636363636365,0.0,0.0,0.0
parahippocampal-lh,0.16793893129770993,0.0,0.0,0.030534351145038167,0.732824427480916,0.06870229007633588,0.0,0.0
parahippocampal-rh,0.08571428571428572,0.0,0.0,0.0,0.22857142857142856,0.6,0.0,0.08571428571428572
temporalpole-lh,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.4642857142857143,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855
