,entorhinal-rh,frontalpole-lh,frontalpole-rh,inferiortemporal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parsopercularis-lh
entorhinal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.4482758620689655,0.20689655172413793,0.0,0.0,0.0,0.3448275862068966,0.0
frontalpole-rh,0.0,0.27586206896551724,0.4827586206896552,0.0,0.0,0.0,0.10344827586206896,0.13793103448275862
inferiortemporal-lh,0.0,0.0,0.0,0.6086956521739131,0.0,0.391304347826087,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.4117647058823529,0.0,0.5882352941176471,0.0,0.0
parahippocampal-lh,0.0,0.3076923076923077,0.038461538461538464,0.0,0.07692307692307693,0.0,0.5769230769230769,0.0
parsopercularis-lh,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.7894736842105263
