,bankssts-rh,entorhinal-rh,fusiform-rh,inferiortemporal-rh,insula-rh,middletemporal-rh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.56,0.0,0.0,0.0,0.24,0.0,0.2,0.0
entorhinal-rh,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0
fusiform-rh,0.0,0.047619047619047616,0.5714285714285714,0.14285714285714285,0.0,0.23809523809523808,0.0,0.0
inferiortemporal-rh,0.0,0.0,0.16129032258064516,0.4838709677419355,0.0,0.0,0.0,0.3548387096774194
insula-rh,0.5384615384615384,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0
middletemporal-rh,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.6071428571428571,0.0,0.0
temporalpole-rh,0.25,0.0,0.0,0.1,0.0,0.0,0.65,0.0
transversetemporal-rh,0.0,0.0,0.06896551724137931,0.3793103448275862,0.0,0.0,0.0,0.5517241379310345
