,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,TP9,CP5,CP1,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,CP3,P1,PO7,POz,PO4,PO8,P6,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.10610932475884244,0.0,0.0,0.0,0.0,0.0,0.0,0.028938906752411574,0.0,0.0,0.0,0.0,0.0,0.05466237942122187,0.003215434083601286,0.0,0.0,0.003215434083601286,0.0,0.0,0.1157556270096463,0.0,0.003215434083601286,0.003215434083601286,0.0,0.0,0.003215434083601286,0.003215434083601286,0.006430868167202572,0.0,0.1157556270096463,0.0,0.04823151125401929,0.006430868167202572,0.0,0.07395498392282958,0.0,0.07717041800643087,0.0,0.0,0.06752411575562701,0.0,0.0,0.0,0.0,0.0,0.006430868167202572,0.03536977491961415,0.0,0.003215434083601286,0.1157556270096463,0.0,0.11254019292604502,0.0,0.0,0.006430868167202572
Fz,0.0,0.043478260869565216,0.0,0.007561436672967864,0.04725897920604915,0.011342155009451797,0.03780718336483932,0.0,0.034026465028355386,0.024574669187145556,0.045368620037807186,0.045368620037807186,0.015122873345935728,0.0,0.022684310018903593,0.020793950850661626,0.03969754253308128,0.00945179584120983,0.0,0.04158790170132325,0.0,0.017013232514177693,0.0,0.007561436672967864,0.04725897920604915,0.03969754253308128,0.013232514177693762,0.0,0.0,0.04725897920604915,0.0,0.013232514177693762,0.0,0.007561436672967864,0.034026465028355386,0.0,0.03969754253308128,0.0,0.04725897920604915,0.03780718336483932,0.0,0.043478260869565216,0.017013232514177693,0.011342155009451797,0.03780718336483932,0.001890359168241966,0.0,0.0,0.007561436672967864,0.030245746691871456,0.0,0.0,0.0,0.0,0.03969754253308128,0.013232514177693762
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.034482758620689655,0.0,0.02586206896551724,0.034482758620689655,0.017241379310344827,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.017241379310344827,0.034482758620689655,0.008620689655172414,0.0,0.034482758620689655,0.0,0.02586206896551724,0.0,0.0,0.034482758620689655,0.034482758620689655,0.02586206896551724,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.02586206896551724,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.02586206896551724
FT9,0.0,0.03773584905660377,0.0,0.006289308176100629,0.07232704402515723,0.009433962264150943,0.0330188679245283,0.0,0.02830188679245283,0.020440251572327043,0.05660377358490566,0.04245283018867924,0.012578616352201259,0.0,0.018867924528301886,0.018867924528301886,0.0330188679245283,0.007861635220125786,0.0,0.03773584905660377,0.0,0.014150943396226415,0.0,0.006289308176100629,0.06446540880503145,0.040880503144654086,0.0110062893081761,0.0,0.0,0.06918238993710692,0.0,0.0110062893081761,0.0,0.006289308176100629,0.02830188679245283,0.0,0.0330188679245283,0.0,0.06761006289308176,0.031446540880503145,0.0,0.04716981132075472,0.014150943396226415,0.009433962264150943,0.031446540880503145,0.0015723270440251573,0.0,0.0,0.006289308176100629,0.025157232704402517,0.0,0.0,0.0,0.0,0.03459119496855346,0.0110062893081761
FC5,0.0,0.034482758620689655,0.0,0.022988505747126436,0.034482758620689655,0.028735632183908046,0.028735632183908046,0.0,0.034482758620689655,0.022988505747126436,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.005747126436781609,0.034482758620689655,0.022988505747126436,0.0,0.028735632183908046,0.0,0.011494252873563218,0.0,0.017241379310344827,0.034482758620689655,0.022988505747126436,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.017241379310344827,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.011494252873563218,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655
FC1,0.0,0.04072398190045249,0.0,0.00904977375565611,0.042986425339366516,0.006787330316742082,0.04524886877828054,0.0,0.03167420814479638,0.029411764705882353,0.049773755656108594,0.04751131221719457,0.011312217194570135,0.0,0.020361990950226245,0.029411764705882353,0.038461538461538464,0.004524886877828055,0.0,0.04751131221719457,0.0,0.020361990950226245,0.0,0.0022624434389140274,0.04751131221719457,0.049773755656108594,0.00904977375565611,0.0,0.0,0.04524886877828054,0.0,0.011312217194570135,0.0,0.0022624434389140274,0.033936651583710405,0.0,0.038461538461538464,0.0,0.049773755656108594,0.03619909502262444,0.0,0.049773755656108594,0.013574660633484163,0.013574660633484163,0.03619909502262444,0.0,0.0,0.0,0.00904977375565611,0.029411764705882353,0.0,0.0,0.0,0.0,0.038461538461538464,0.00904977375565611
C3,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.008,0.0,0.0,0.0,0.0,0.008,0.016,0.0,0.08,0.0,0.08,0.008,0.0,0.08,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.016,0.072,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.008
TP9,0.0,0.042222222222222223,0.0,0.008888888888888889,0.042222222222222223,0.013333333333333334,0.035555555555555556,0.0,0.03777777777777778,0.024444444444444446,0.04,0.042222222222222223,0.017777777777777778,0.0,0.02666666666666667,0.017777777777777778,0.042222222222222223,0.011111111111111112,0.0,0.03777777777777778,0.0,0.013333333333333334,0.0,0.008888888888888889,0.042222222222222223,0.035555555555555556,0.015555555555555555,0.0,0.0,0.042222222222222223,0.0,0.015555555555555555,0.0,0.008888888888888889,0.03777777777777778,0.0,0.042222222222222223,0.0,0.042222222222222223,0.042222222222222223,0.0,0.04,0.02,0.006666666666666667,0.042222222222222223,0.0022222222222222222,0.0,0.0,0.008888888888888889,0.035555555555555556,0.0,0.0,0.0,0.0,0.042222222222222223,0.015555555555555555
CP5,0.0,0.04081632653061224,0.0,0.01020408163265306,0.04421768707482993,0.006802721088435374,0.04421768707482993,0.0,0.030612244897959183,0.03741496598639456,0.04421768707482993,0.04421768707482993,0.013605442176870748,0.0,0.02040816326530612,0.034013605442176874,0.03741496598639456,0.003401360544217687,0.0,0.04421768707482993,0.0,0.030612244897959183,0.0,0.0,0.04421768707482993,0.04421768707482993,0.01020408163265306,0.0,0.0,0.04421768707482993,0.0,0.013605442176870748,0.0,0.0,0.03741496598639456,0.0,0.03741496598639456,0.0,0.04421768707482993,0.034013605442176874,0.0,0.04421768707482993,0.017006802721088437,0.02040816326530612,0.034013605442176874,0.0,0.0,0.0,0.013605442176870748,0.027210884353741496,0.0,0.0,0.0,0.0,0.03741496598639456,0.01020408163265306
