,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,TP9,CP5,CP1,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,CP3,P1,PO7,POz,PO4,PO8,P6,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.057815845824411134,0.0,0.04068522483940043,0.0,0.0,0.010706638115631691,0.0,0.06423982869379015,0.03854389721627409,0.0,0.01284796573875803,0.04925053533190578,0.04925053533190578,0.0,0.0,0.0,0.0,0.0,0.0,0.008565310492505354,0.010706638115631691,0.059957173447537475,0.02569593147751606,0.057815845824411134,0.06423982869379015,0.0,0.04068522483940043,0.057815845824411134,0.0,0.0,0.0,0.021413276231263382,0.0,0.0,0.0,0.0,0.032119914346895075,0.0,0.0,0.008565310492505354,0.06209850107066381,0.0,0.04068522483940043,0.0,0.057815845824411134,0.01284796573875803,0.06423982869379015,0.0,0.0,0.0,0.0,0.0,0.05139186295503212,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.053475935828877004,0.0,0.0481283422459893,0.0,0.0,0.013368983957219251,0.0,0.053475935828877004,0.045454545454545456,0.0,0.016042780748663103,0.053475935828877004,0.053475935828877004,0.0,0.0,0.0,0.0,0.0,0.0,0.0106951871657754,0.013368983957219251,0.053475935828877004,0.03208556149732621,0.053475935828877004,0.053475935828877004,0.0,0.0481283422459893,0.053475935828877004,0.0,0.0,0.0,0.0213903743315508,0.0,0.0,0.0,0.0,0.040106951871657755,0.0,0.0,0.0106951871657754,0.053475935828877004,0.0,0.0481283422459893,0.0,0.0481283422459893,0.016042780748663103,0.053475935828877004,0.0,0.0,0.0,0.0,0.0,0.053475935828877004,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0427807486631016,0.04634581105169341,0.0017825311942959,0.040998217468805706,0.0,0.0,0.044563279857397504,0.0017825311942959,0.0,0.0,0.044563279857397504,0.04634581105169341,0.04634581105169341,0.026737967914438502,0.04634581105169341,0.04634581105169341,0.0,0.0,0.0,0.0,0.0,0.0,0.023172905525846704,0.0,0.0,0.016042780748663103,0.0374331550802139,0.0,0.0,0.04634581105169341,0.0,0.03208556149732621,0.04634581105169341,0.0,0.035650623885918005,0.030303030303030304,0.0,0.0,0.0053475935828877,0.0,0.04634581105169341,0.0,0.0,0.0,0.023172905525846704,0.0481283422459893,0.026737967914438502,0.0481283422459893,0.04634581105169341,0.0,0.0071301247771836,0.04634581105169341,0.0
FT9,0.0,0.0,0.0,0.037914691943127965,0.04739336492890995,0.00315955766192733,0.036334913112164295,0.0,0.001579778830963665,0.04739336492890995,0.00315955766192733,0.0,0.001579778830963665,0.03949447077409163,0.04897314375987362,0.04897314375987362,0.023696682464454975,0.04897314375987362,0.04107424960505529,0.0,0.0,0.0,0.0,0.0,0.0,0.020537124802527645,0.001579778830963665,0.001579778830963665,0.014218009478672985,0.03317535545023697,0.0,0.0,0.04897314375987362,0.0,0.02843601895734597,0.052132701421800945,0.001579778830963665,0.0315955766192733,0.026856240126382307,0.0,0.001579778830963665,0.004739336492890996,0.0,0.05055292259083728,0.0,0.0,0.0,0.020537124802527645,0.052132701421800945,0.023696682464454975,0.052132701421800945,0.04739336492890995,0.0,0.00631911532385466,0.05055292259083728,0.0
FC5,0.042682926829268296,0.0,0.042682926829268296,0.0,0.0,0.042682926829268296,0.0,0.036585365853658534,0.04878048780487805,0.0,0.04878048780487805,0.036585365853658534,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.036585365853658534,0.042682926829268296,0.036585365853658534,0.042682926829268296,0.042682926829268296,0.0,0.04878048780487805,0.04878048780487805,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.006097560975609756,0.04878048780487805,0.0,0.0,0.03048780487804878,0.04878048780487805,0.0,0.042682926829268296,0.0,0.024390243902439025,0.03048780487804878,0.042682926829268296,0.0,0.0,0.0,0.0,0.0,0.042682926829268296,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.040697674418604654,0.044573643410852716,0.003875968992248062,0.040697674418604654,0.0,0.001937984496124031,0.04263565891472868,0.003875968992248062,0.0,0.001937984496124031,0.04263565891472868,0.044573643410852716,0.044573643410852716,0.029069767441860465,0.044573643410852716,0.044573643410852716,0.0,0.0,0.0,0.0,0.0,0.0,0.025193798449612403,0.001937984496124031,0.001937984496124031,0.01744186046511628,0.03875968992248062,0.0,0.0,0.044573643410852716,0.0,0.03294573643410853,0.046511627906976744,0.001937984496124031,0.03488372093023256,0.031007751937984496,0.0,0.001937984496124031,0.005813953488372093,0.0,0.044573643410852716,0.0,0.0,0.0,0.025193798449612403,0.044573643410852716,0.029069767441860465,0.044573643410852716,0.044573643410852716,0.0,0.007751937984496124,0.044573643410852716,0.0
C3,0.05343511450381679,0.0,0.03435114503816794,0.0,0.0,0.007633587786259542,0.0,0.08015267175572519,0.03244274809160305,0.0,0.009541984732824428,0.04198473282442748,0.04389312977099236,0.0,0.0,0.0,0.0,0.0,0.0,0.0057251908396946565,0.007633587786259542,0.061068702290076333,0.02099236641221374,0.05534351145038168,0.08396946564885496,0.0,0.03435114503816794,0.06297709923664122,0.0,0.0,0.0,0.019083969465648856,0.0,0.0,0.0,0.0,0.026717557251908396,0.0,0.0,0.0057251908396946565,0.07824427480916031,0.0,0.03435114503816794,0.0,0.061068702290076333,0.011450381679389313,0.08206106870229007,0.0,0.0,0.0,0.0,0.0,0.04580152671755725,0.0,0.0,0.0
TP9,0.052770448548812667,0.0,0.05013192612137203,0.0,0.0,0.0158311345646438,0.0,0.05013192612137203,0.047493403693931395,0.0,0.018469656992084433,0.05013192612137203,0.052770448548812667,0.0,0.0,0.0,0.0,0.0,0.0,0.010554089709762533,0.0158311345646438,0.052770448548812667,0.0316622691292876,0.052770448548812667,0.052770448548812667,0.0,0.05013192612137203,0.052770448548812667,0.0,0.0,0.0,0.018469656992084433,0.0,0.0,0.0,0.0,0.04221635883905013,0.0,0.0,0.013192612137203167,0.052770448548812667,0.0,0.05013192612137203,0.0,0.044854881266490766,0.0158311345646438,0.052770448548812667,0.0,0.0,0.0,0.0,0.0,0.052770448548812667,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.038109756097560975,0.04878048780487805,0.001524390243902439,0.0350609756097561,0.0,0.0,0.04878048780487805,0.001524390243902439,0.0,0.0,0.039634146341463415,0.05030487804878049,0.05030487804878049,0.022865853658536585,0.051829268292682924,0.041158536585365856,0.0,0.0,0.0,0.0,0.0,0.0,0.019817073170731708,0.0,0.0,0.013719512195121951,0.03201219512195122,0.0,0.0,0.05030487804878049,0.0,0.027439024390243903,0.053353658536585365,0.0,0.03048780487804878,0.025914634146341462,0.0,0.0,0.004573170731707317,0.0,0.053353658536585365,0.0,0.0,0.0,0.019817073170731708,0.054878048780487805,0.022865853658536585,0.054878048780487805,0.04878048780487805,0.0,0.006097560975609756,0.051829268292682924,0.0
