,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.14479638009049775,0.13574660633484162,0.07239819004524888,0.1493212669683258,0.12217194570135746,0.12669683257918551,0.13122171945701358,0.11764705882352941
inferiorparietal-rh,0.14414414414414414,0.13963963963963963,0.07657657657657657,0.13963963963963963,0.11261261261261261,0.13063063063063063,0.13513513513513514,0.12162162162162163
parsopercularis-lh,0.11612903225806452,0.12258064516129032,0.16129032258064516,0.10967741935483871,0.07096774193548387,0.13548387096774195,0.13548387096774195,0.14838709677419354
rostralmiddlefrontal-lh,0.14418604651162792,0.13488372093023257,0.06976744186046512,0.14883720930232558,0.13023255813953488,0.12558139534883722,0.13023255813953488,0.11627906976744186
rostralmiddlefrontal-rh,0.14285714285714285,0.13142857142857142,0.05142857142857143,0.14857142857142858,0.17142857142857143,0.12,0.12571428571428572,0.10857142857142857
superiorparietal-lh,0.13392857142857142,0.13839285714285715,0.08482142857142858,0.12946428571428573,0.10267857142857142,0.13839285714285715,0.14285714285714285,0.12946428571428573
superiortemporal-lh,0.13596491228070176,0.14035087719298245,0.08333333333333333,0.13157894736842105,0.10526315789473684,0.13596491228070176,0.14035087719298245,0.12719298245614036
superiortemporal-rh,0.1278538812785388,0.1324200913242009,0.0958904109589041,0.1232876712328767,0.0958904109589041,0.1415525114155251,0.1415525114155251,0.1415525114155251
