,Fp1,FT9,FT10,F8,AF7,POz,PO4,AF8
Fp1,0.6625766871165644,0.0,0.0,0.0,0.0,0.0,0.0,0.3374233128834356
FT9,0.0,0.5060240963855421,0.0,0.0,0.4939759036144578,0.0,0.0,0.0
FT10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.40711462450592883,0.0,0.0,0.5928853754940712,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PO4,0.0,0.0,0.006622516556291391,0.0,0.0,0.0,0.9933774834437086,0.0
AF8,0.4977578475336323,0.0,0.0,0.0,0.0,0.0,0.0,0.5022421524663677
