,TP9,O1,Oz,F8,AF7,PO3,P2,AF8
TP9,0.27380952380952384,0.0,0.0,0.17857142857142858,0.0,0.27380952380952384,0.0,0.27380952380952384
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.26577437858508607,0.0,0.0,0.17208413001912046,0.0,0.29636711281070743,0.0,0.26577437858508607
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.27380952380952384,0.0,0.0,0.17857142857142858,0.0,0.27380952380952384,0.0,0.27380952380952384
