,cuneus-lh,insula-lh,insula-rh,isthmuscingulate-rh,medialorbitofrontal-lh,paracentral-rh,parahippocampal-rh,transversetemporal-rh
cuneus-lh,0.8328611898016998,0.0,0.0,0.0,0.0,0.1671388101983003,0.0,0.0
insula-lh,0.0,0.33633633633633636,0.0,0.24924924924924924,0.0,0.0,0.23273273273273273,0.1816816816816817
insula-rh,0.0,0.0,0.5734597156398105,0.0,0.0,0.4265402843601896,0.0,0.0
isthmuscingulate-rh,0.0,0.2762063227953411,0.0,0.27454242928452577,0.0,0.0,0.2529118136439268,0.19633943427620631
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
paracentral-rh,0.13286713286713286,0.0,0.21445221445221446,0.0,0.0,0.6526806526806527,0.0,0.0
parahippocampal-rh,0.0,0.20076726342711,0.0,0.1969309462915601,0.0,0.0,0.35038363171355497,0.25191815856777494
transversetemporal-rh,0.0,0.19339622641509435,0.0,0.18867924528301888,0.0,0.0,0.30974842767295596,0.3081761006289308
