,cuneus-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
cuneus-lh,0.628140703517588,0.05025125628140704,0.0,0.0,0.32160804020100503,0.0,0.0,0.0
frontalpole-lh,0.05263157894736842,0.631578947368421,0.06578947368421052,0.2412280701754386,0.008771929824561403,0.0,0.0,0.0
frontalpole-rh,0.0,0.06542056074766354,0.6682242990654206,0.102803738317757,0.014018691588785047,0.028037383177570093,0.12149532710280374,0.0
medialorbitofrontal-lh,0.0,0.3065326633165829,0.09547738693467336,0.5979899497487438,0.0,0.0,0.0,0.0
pericalcarine-lh,0.3165829145728643,0.0,0.005025125628140704,0.0,0.678391959798995,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.1038961038961039,0.0,0.0,0.8571428571428571,0.03896103896103896,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.2018348623853211,0.0,0.0,0.009174311926605505,0.7889908256880734,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
