,caudalanteriorcingulate-rh,entorhinal-lh,fusiform-rh,inferiortemporal-rh,lingual-rh,parahippocampal-rh,parsorbitalis-lh,parsorbitalis-rh
caudalanteriorcingulate-rh,0.9538461538461539,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.021739130434782608,0.9347826086956522,0.0,0.0,0.043478260869565216,0.0,0.0,0.0
fusiform-rh,0.0,0.0,0.4146341463414634,0.042682926829268296,0.18902439024390244,0.35365853658536583,0.0,0.0
inferiortemporal-rh,0.0,0.0,0.0449438202247191,0.8314606741573034,0.0449438202247191,0.0449438202247191,0.033707865168539325,0.0
lingual-rh,0.0,0.012658227848101266,0.18354430379746836,0.0379746835443038,0.5,0.2468354430379747,0.0189873417721519,0.0
parahippocampal-rh,0.0,0.010582010582010581,0.30158730158730157,0.037037037037037035,0.24867724867724866,0.4021164021164021,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.9014084507042254,0.07042253521126761
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.9433962264150944
