,entorhinal-lh,frontalpole-rh,inferiortemporal-lh,inferiortemporal-rh,lateraloccipital-lh,parahippocampal-rh,parsopercularis-rh,pericalcarine-lh
entorhinal-lh,0.5,0.0,0.296875,0.0,0.0859375,0.0,0.0,0.1171875
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.25735294117647056,0.0,0.47794117647058826,0.0,0.11764705882352941,0.0,0.0,0.14705882352941177
inferiortemporal-rh,0.0,0.0,0.0,0.5918367346938775,0.0,0.40816326530612246,0.0,0.0
lateraloccipital-lh,0.09183673469387756,0.0,0.14285714285714285,0.0,0.46938775510204084,0.0,0.0,0.29591836734693877
parahippocampal-rh,0.0,0.0,0.0,0.3826086956521739,0.0,0.6173913043478261,0.0,0.0
parsopercularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
pericalcarine-lh,0.125,0.0,0.17307692307692307,0.0,0.3173076923076923,0.0,0.0,0.38461538461538464
