,cuneus-lh,cuneus-rh,frontalpole-rh,medialorbitofrontal-rh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-rh
cuneus-lh,0.1875,0.005681818181818182,0.18181818181818182,0.17045454545454544,0.12215909090909091,0.07670454545454546,0.09943181818181818,0.15625
cuneus-rh,0.03271028037383177,0.2803738317757009,0.0514018691588785,0.0514018691588785,0.13551401869158877,0.20093457943925233,0.16822429906542055,0.0794392523364486
frontalpole-rh,0.18324607329842932,0.010471204188481676,0.17801047120418848,0.16753926701570682,0.12303664921465969,0.08115183246073299,0.10209424083769633,0.1544502617801047
medialorbitofrontal-rh,0.18181818181818182,0.010101010101010102,0.17676767676767677,0.16666666666666666,0.12373737373737374,0.08333333333333333,0.10353535353535354,0.15404040404040403
pericalcarine-rh,0.12614678899082568,0.0389908256880734,0.1353211009174312,0.13990825688073394,0.1536697247706422,0.11697247706422019,0.1353211009174312,0.1536697247706422
rostralanteriorcingulate-lh,0.09582309582309582,0.07616707616707617,0.10565110565110565,0.11056511056511056,0.1547911547911548,0.1597051597051597,0.171990171990172,0.12530712530712532
rostralanteriorcingulate-rh,0.10585585585585586,0.05405405405405406,0.11486486486486487,0.11936936936936937,0.15990990990990991,0.13063063063063063,0.18243243243243243,0.13288288288288289
superiorparietal-rh,0.15764705882352942,0.01647058823529412,0.16705882352941176,0.16941176470588235,0.12941176470588237,0.09176470588235294,0.11058823529411765,0.15764705882352942
