,caudalanteriorcingulate-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,lingual-rh,parahippocampal-rh,parstriangularis-rh,temporalpole-lh
caudalanteriorcingulate-rh,0.8494208494208494,0.06177606177606178,0.023166023166023165,0.06563706563706563,0.0,0.0,0.0,0.0
entorhinal-lh,0.030226700251889168,0.6347607052896725,0.04030226700251889,0.0025188916876574307,0.0,0.04534005037783375,0.0025188916876574307,0.24433249370277077
frontalpole-lh,0.01038961038961039,0.06753246753246753,0.587012987012987,0.07012987012987013,0.06233766233766234,0.13506493506493505,0.02857142857142857,0.03896103896103896
frontalpole-rh,0.05025125628140704,0.002512562814070352,0.12311557788944724,0.6055276381909548,0.04271356783919598,0.04773869346733668,0.06281407035175879,0.06532663316582915
lingual-rh,0.0,0.011142061281337047,0.08356545961002786,0.03899721448467967,0.5626740947075209,0.23676880222841226,0.06128133704735376,0.005571030640668524
parahippocampal-rh,0.0,0.07352941176470588,0.12254901960784313,0.041666666666666664,0.21323529411764705,0.47794117647058826,0.03431372549019608,0.03676470588235294
parstriangularis-rh,0.0,0.018115942028985508,0.06159420289855073,0.07971014492753623,0.08333333333333333,0.07971014492753623,0.6739130434782609,0.0036231884057971015
temporalpole-lh,0.0,0.26869806094182824,0.036011080332409975,0.07756232686980609,0.008310249307479225,0.030470914127423823,0.002770083102493075,0.5761772853185596
