,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.8787878787878788,0.0,0.0,0.0,0.06060606060606061,0.06060606060606061,0.0,0.0
parsopercularis-lh,0.0,0.75,0.0,0.06818181818181818,0.1590909090909091,0.0,0.022727272727272728,0.0
parstriangularis-rh,0.0,0.0,0.38461538461538464,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.0,0.0
postcentral-rh,0.0,0.09433962264150944,0.07547169811320754,0.33962264150943394,0.22641509433962265,0.09433962264150944,0.16981132075471697,0.0
rostralmiddlefrontal-lh,0.02564102564102564,0.11538461538461539,0.11538461538461539,0.15384615384615385,0.32051282051282054,0.20512820512820512,0.02564102564102564,0.038461538461538464
rostralmiddlefrontal-rh,0.034482758620689655,0.0,0.15517241379310345,0.1206896551724138,0.27586206896551724,0.3103448275862069,0.0,0.10344827586206896
superiortemporal-lh,0.0,0.12,0.0,0.4,0.12,0.0,0.36,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.09523809523809523,0.23809523809523808,0.0,0.6666666666666666
