,bankssts-lh,cuneus-rh,entorhinal-lh,frontalpole-lh,medialorbitofrontal-lh,pericalcarine-lh,temporalpole-lh,transversetemporal-lh
bankssts-lh,0.2631578947368421,0.07894736842105263,0.23684210526315788,0.11842105263157894,0.039473684210526314,0.2236842105263158,0.0,0.039473684210526314
cuneus-rh,0.16,0.24,0.2,0.0,0.0,0.24,0.0,0.16
entorhinal-lh,0.23880597014925373,0.1044776119402985,0.2537313432835821,0.07462686567164178,0.0,0.26865671641791045,0.0,0.05970149253731343
frontalpole-lh,0.2,0.0,0.12727272727272726,0.3090909090909091,0.2,0.10909090909090909,0.05454545454545454,0.0
medialorbitofrontal-lh,0.10638297872340426,0.0,0.02127659574468085,0.2765957446808511,0.3829787234042553,0.0,0.2127659574468085,0.0
pericalcarine-lh,0.23809523809523808,0.1111111111111111,0.25396825396825395,0.06349206349206349,0.0,0.2698412698412698,0.0,0.06349206349206349
temporalpole-lh,0.0,0.0,0.0,0.15151515151515152,0.36363636363636365,0.0,0.48484848484848486,0.0
transversetemporal-lh,0.08333333333333333,0.25,0.16666666666666666,0.0,0.0,0.25,0.0,0.25
