,entorhinal-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,lateraloccipital-rh,parahippocampal-lh,rostralanteriorcingulate-lh,temporalpole-rh
entorhinal-lh,0.45390625,0.0,0.0046875,0.24140625,0.03046875,0.2265625,0.0421875,0.00078125
frontalpole-lh,0.0031645569620253164,0.7136075949367089,0.11075949367088607,0.0189873417721519,0.07278481012658228,0.02531645569620253,0.055379746835443035,0.0
frontalpole-rh,0.005405405405405406,0.09054054054054055,0.5486486486486486,0.010810810810810811,0.006756756756756757,0.10945945945945947,0.20810810810810812,0.02027027027027027
fusiform-lh,0.24665676077265974,0.007429420505200594,0.004457652303120356,0.40713224368499257,0.015601783060921248,0.27191679049034173,0.046805349182763745,0.0
lateraloccipital-rh,0.06941838649155722,0.075046904315197,0.00375234521575985,0.03564727954971857,0.7711069418386491,0.0300187617260788,0.0150093808630394,0.0
parahippocampal-lh,0.21937321937321938,0.009971509971509971,0.05626780626780627,0.2613960113960114,0.014245014245014245,0.3938746438746439,0.030626780626780627,0.014245014245014245
rostralanteriorcingulate-lh,0.05531914893617021,0.03723404255319149,0.15,0.06170212765957447,0.01276595744680851,0.04148936170212766,0.5936170212765958,0.047872340425531915
temporalpole-rh,0.0,0.0,0.028462998102466792,0.0,0.0,0.03984819734345351,0.07020872865275142,0.8614800759013282
