,insula-lh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,parahippocampal-lh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh
insula-lh,0.884453781512605,0.0,0.0,0.0,0.0,0.0,0.11554621848739496,0.0
insula-rh,0.0,0.48997772828507796,0.0757238307349666,0.07349665924276169,0.0066815144766146995,0.04120267260579064,0.13474387527839643,0.17817371937639198
lateralorbitofrontal-rh,0.0,0.06170052671181339,0.309255079006772,0.12641083521444696,0.013544018058690745,0.19413092550790068,0.11512415349887133,0.17983446200150488
medialorbitofrontal-lh,0.0,0.06943192064923355,0.14156898106402163,0.39945897204688907,0.025247971145175834,0.13255184851217314,0.07303877366997295,0.1587015329125338
parahippocampal-lh,0.0,0.015122873345935728,0.030245746691871456,0.052930056710775046,0.8431001890359168,0.026465028355387523,0.013232514177693762,0.01890359168241966
rostralanteriorcingulate-lh,0.0,0.0348297213622291,0.2043343653250774,0.11842105263157894,0.01238390092879257,0.33359133126934987,0.1323529411764706,0.16408668730650156
temporalpole-lh,0.03784693019343986,0.10092514718250631,0.12699747687132043,0.06812447434819176,0.007569386038687973,0.1438183347350715,0.3700588730025231,0.14465937762825903
temporalpole-rh,0.0,0.11416781292984869,0.15887207702888584,0.12310866574965612,0.008253094910591471,0.14718019257221457,0.12723521320495185,0.32118294360385147
