,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh
caudalmiddlefrontal-rh,0.34210526315789475,0.3157894736842105,0.0,0.0,0.34210526315789475,0.0,0.0,0.0
parsopercularis-lh,0.3380281690140845,0.323943661971831,0.0,0.0,0.3380281690140845,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
postcentral-lh,0.0,0.0,0.0,0.39080459770114945,0.0,0.1839080459770115,0.20689655172413793,0.21839080459770116
postcentral-rh,0.2976190476190476,0.2857142857142857,0.0,0.0,0.4166666666666667,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.24615384615384617,0.0,0.24615384615384617,0.26153846153846155,0.24615384615384617
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.23076923076923078,0.0,0.21794871794871795,0.3076923076923077,0.24358974358974358
superiorparietal-rh,0.0,0.0,0.0,0.24358974358974358,0.0,0.21794871794871795,0.2564102564102564,0.28205128205128205
