,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,paracentral-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalmiddlefrontal-rh,0.670547147846333,0.0034924330616996507,0.06053550640279395,0.046565774155995346,0.05820721769499418,0.02910360884749709,0.06519208381839348,0.06635622817229336
frontalpole-lh,0.0056433408577878106,0.755079006772009,0.0,0.20090293453724606,0.0,0.01580135440180587,0.022573363431151242,0.0
frontalpole-rh,0.04405286343612335,0.0,0.5162995594713656,0.12334801762114538,0.22026431718061673,0.0,0.07841409691629955,0.01762114537444934
medialorbitofrontal-lh,0.028701891715590344,0.11741682974559686,0.08349641226353555,0.35290280495759946,0.18917155903457272,0.002609262883235486,0.1441617742987606,0.08153946510110893
medialorbitofrontal-rh,0.02956830277942046,0.0,0.13719692489651095,0.17386162034299232,0.40094618568894147,0.0,0.12004730928444707,0.13837965700768776
paracentral-rh,0.036523929471032744,0.020151133501259445,0.0,0.007556675062972292,0.0,0.9357682619647355,0.0,0.0
rostralanteriorcingulate-lh,0.03701067615658363,0.011387900355871887,0.05765124555160142,0.15373665480427046,0.1423487544483986,0.0,0.45622775800711746,0.14163701067615658
rostralanteriorcingulate-rh,0.05238970588235294,0.0,0.014705882352941176,0.10386029411764706,0.20036764705882354,0.0,0.17555147058823528,0.453125
