,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.06220095693779904,0.0,0.0645933014354067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645933014354067,0.0645933014354067,0.0,0.0,0.03349282296650718,0.0,0.0,0.0645933014354067,0.0,0.0645933014354067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645933014354067,0.0,0.0,0.0,0.0645933014354067,0.0,0.0645933014354067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645933014354067,0.0,0.0,0.0645933014354067,0.0,0.0645933014354067,0.0,0.0645933014354067,0.0645933014354067,0.0,0.0,0.0,0.0,0.0,0.0,0.0645933014354067,0.0,0.0
Fz,0.0,0.10327455919395466,0.012594458438287154,0.0,0.0,0.0,0.07052896725440806,0.0,0.0,0.04785894206549118,0.007556675062972292,0.005037783375314861,0.08060453400503778,0.055415617128463476,0.012594458438287154,0.0,0.05037783375314862,0.010075566750629723,0.0,0.005037783375314861,0.0,0.055415617128463476,0.0,0.0,0.0,0.055415617128463476,0.0,0.007556675062972292,0.0,0.0,0.012594458438287154,0.012594458438287154,0.030226700251889168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05037783375314862,0.0,0.0,0.04785894206549118,0.012594458438287154,0.0,0.0,0.012594458438287154,0.0,0.012594458438287154,0.0,0.012594458438287154,0.007556675062972292,0.0,0.055415617128463476,0.0,0.02518891687657431,0.030226700251889168,0.0327455919395466,0.012594458438287154,0.05289672544080604,0.0
F3,0.052941176470588235,0.0058823529411764705,0.06470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06470588235294118,0.06274509803921569,0.0,0.0,0.03725490196078431,0.0,0.0,0.06666666666666667,0.0,0.06274509803921569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06274509803921569,0.0,0.0,0.0,0.06666666666666667,0.0,0.054901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.07159904534606205,0.0,0.0,0.0,0.0,0.081145584725537,0.0,0.0,0.059665871121718374,0.0,0.0,0.08353221957040573,0.06682577565632458,0.0,0.0,0.06205250596658711,0.0,0.00954653937947494,0.0,0.0,0.06682577565632458,0.0,0.0,0.0,0.06682577565632458,0.0,0.0,0.0,0.0,0.01909307875894988,0.0,0.04295942720763723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057279236276849645,0.0,0.0,0.059665871121718374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06682577565632458,0.0,0.03818615751789976,0.03818615751789976,0.045346062052505964,0.0,0.06443914081145585,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.04719101123595506,0.0,0.0,0.0,0.0,0.060674157303370786,0.0,0.0,0.07865168539325842,0.0,0.0,0.058426966292134834,0.06741573033707865,0.0,0.0,0.06292134831460675,0.0,0.02247191011235955,0.0,0.0,0.07640449438202247,0.0,0.0,0.0,0.0696629213483146,0.0,0.0,0.0,0.0,0.017977528089887642,0.0,0.058426966292134834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05393258426966292,0.0,0.0,0.0651685393258427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07415730337078652,0.0,0.04044943820224719,0.035955056179775284,0.051685393258426963,0.0,0.058426966292134834,0.0
