,frontalpole-lh,frontalpole-rh,insula-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-rh
frontalpole-lh,0.1882673942701228,0.16712141882673942,0.013642564802182811,0.13983628922237382,0.15757162346521145,0.09720327421555253,0.18076398362892224,0.055593451568894954
frontalpole-rh,0.1603864734299517,0.18003220611916265,0.024154589371980676,0.13752012882447665,0.1677938808373591,0.11400966183574879,0.15072463768115943,0.06537842190016104
insula-lh,0.029749830966869506,0.05476673427991886,0.4178498985801217,0.04597701149425287,0.06490872210953347,0.14063556457065585,0.02434077079107505,0.22177146720757268
medialorbitofrontal-lh,0.14020896528479945,0.14324233232221098,0.020896528479946073,0.20559487698011458,0.134479271991911,0.09740478597910347,0.1361644759015841,0.1220087630603303
rostralanteriorcingulate-lh,0.15450361604207757,0.1722550953320184,0.029585798816568046,0.13313609467455623,0.1761998685075608,0.11801446416831032,0.14464168310322156,0.07166337935568705
rostralanteriorcingulate-rh,0.10998498498498499,0.13588588588588588,0.07582582582582582,0.11073573573573574,0.13776276276276275,0.19857357357357358,0.09872372372372372,0.1325075075075075
rostralmiddlefrontal-lh,0.1848441926345609,0.16288951841359772,0.0113314447592068,0.14093484419263455,0.1529745042492918,0.09029745042492918,0.20325779036827196,0.05347025495750708
temporalpole-rh,0.06784423926134082,0.08390204737053392,0.12846246487354476,0.1469289441991168,0.08992372541148133,0.14411882778000804,0.0630268968285829,0.2757928542753914
