,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-rh,parsopercularis-lh,parsorbitalis-lh,parsorbitalis-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.5858585858585859,0.010101010101010102,0.0,0.21212121212121213,0.06060606060606061,0.030303030303030304,0.06060606060606061,0.04040404040404041
frontalpole-rh,0.05263157894736842,0.6,0.12631578947368421,0.0,0.010526315789473684,0.08421052631578947,0.0,0.12631578947368421
lateralorbitofrontal-lh,0.0,0.16494845360824742,0.4948453608247423,0.030927835051546393,0.07216494845360824,0.1958762886597938,0.041237113402061855,0.0
medialorbitofrontal-rh,0.09375,0.0125,0.05,0.4125,0.125,0.09375,0.14375,0.06875
parsopercularis-lh,0.03389830508474576,0.025423728813559324,0.11016949152542373,0.16101694915254236,0.3050847457627119,0.1694915254237288,0.19491525423728814,0.0
parsorbitalis-lh,0.00980392156862745,0.11764705882352941,0.24509803921568626,0.09803921568627451,0.14705882352941177,0.2647058823529412,0.11764705882352941,0.0
parsorbitalis-rh,0.049586776859504134,0.008264462809917356,0.08264462809917356,0.21487603305785125,0.2231404958677686,0.1487603305785124,0.2727272727272727,0.0
rostralanteriorcingulate-rh,0.0684931506849315,0.1643835616438356,0.0,0.2328767123287671,0.0,0.0,0.0,0.5342465753424658
