,parsopercularis-lh,parstriangularis-rh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh,supramarginal-rh
parsopercularis-lh,0.211864406779661,0.0,0.211864406779661,0.2033898305084746,0.06779661016949153,0.13559322033898305,0.0,0.1694915254237288
parstriangularis-rh,0.0,0.4716981132075472,0.0,0.07547169811320754,0.11320754716981132,0.1320754716981132,0.07547169811320754,0.1320754716981132
superiorfrontal-lh,0.09876543209876543,0.0,0.2222222222222222,0.21810699588477367,0.16049382716049382,0.16049382716049382,0.0,0.13991769547325103
superiorparietal-lh,0.07792207792207792,0.02922077922077922,0.18181818181818182,0.21428571428571427,0.17207792207792208,0.17207792207792208,0.0,0.1525974025974026
superiorparietal-rh,0.02531645569620253,0.04113924050632911,0.12658227848101267,0.16139240506329114,0.24050632911392406,0.21835443037974683,0.0,0.18670886075949367
superiortemporal-lh,0.045845272206303724,0.03724928366762178,0.12320916905444126,0.16045845272206305,0.2034383954154728,0.2349570200573066,0.008595988538681949,0.18624641833810887
supramarginal-lh,0.0,0.2857142857142857,0.0,0.07142857142857142,0.03571428571428571,0.17857142857142858,0.39285714285714285,0.03571428571428571
supramarginal-rh,0.06493506493506493,0.04220779220779221,0.11688311688311688,0.14935064935064934,0.18831168831168832,0.2077922077922078,0.0,0.2305194805194805
