,Fp1,Fz,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.1537037037037037,0.0,0.12037037037037036,0.12839506172839507,0.08580246913580247,0.0,0.0,0.0006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037654320987654324,0.0,0.0,0.0,0.0,0.10555555555555556,0.15432098765432098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025308641975308643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03271604938271605,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,0.0,0.0,0.0
Fz,0.0,0.0345088542454972,0.0,0.0,0.0,0.02451944906916906,0.006962312698652944,0.0,0.03163311639170577,0.0018162554866051157,0.021341001967610112,0.0,0.02164371121537763,0.008475858937490541,0.023157257454215225,0.00015135462388375965,0.02527622218858786,0.02936279703344937,0.0066596034508854245,0.027546541546844255,0.03163311639170577,0.027697896170728015,0.026638413803541698,0.00877856818525806,0.0,0.0,0.007265021946420463,0.03511427274103224,0.032692598758892084,0.0,0.0,0.02921144240956561,0.03466020886938096,0.03344937187831088,0.033600726502194644,0.016800363251097322,0.030422279400635688,0.03284395338277584,0.023308612078098985,0.02573028606023914,0.02255183895868019,0.0,0.0251248675647041,0.0,0.018616618737702435,0.0012108369910700772,0.02542757681247162,0.01710307249886484,0.010443469047979416,0.02921144240956561,0.0,0.0,0.0021189647343726353,0.02890873316179809,0.010897532919630694,0.016346299379446042,0.03284395338277584,0.0,0.002270319358256395,0.03466020886938096,0.02936279703344937
F7,0.13277428371767994,0.0,0.15234102026554858,0.12718378756114604,0.09643605870020965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04262753319357093,0.0,0.0,0.0,0.0,0.11320754716981132,0.1334730957372467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286512928022362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.13626834381551362,0.0,0.0,0.0
FT9,0.13977042538825118,0.0,0.12694125590817015,0.14044564483457123,0.09385550303848751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041188386225523295,0.0,0.0,0.0,0.0,0.11276164753544902,0.14044564483457123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027683997299122215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03578663065496286,0.0,0.0,0.0,0.0,0.0,0.1411208642808913,0.0,0.0,0.0
FC5,0.12013828867761452,0.0,0.12013828867761452,0.12013828867761452,0.14433880726015558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025929127052722557,0.0,0.0,0.0,0.0,0.0,0.052722558340535866,0.0,0.0,0.0,0.0,0.11840968020743302,0.12013828867761452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03543647363872083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045808124459809856,0.0,0.0,0.0,0.0,0.0,0.12013828867761452,0.0,0.0,0.0
FC1,0.0,0.02925340990667624,0.0,0.0,0.0,0.028715003589375447,0.008255563531945441,0.0,0.02925340990667624,0.0021536252692031586,0.02404881550610194,0.0,0.024587221823402727,0.010050251256281407,0.02709978463747308,0.00017946877243359656,0.02817659727207466,0.02925340990667624,0.007896625987078248,0.028894472361809045,0.02925340990667624,0.028715003589375447,0.02907394113424264,0.0104091888011486,0.0,0.0,0.008614501076812634,0.02925340990667624,0.02925340990667624,0.0,0.0,0.02925340990667624,0.02925340990667624,0.02925340990667624,0.02925340990667624,0.01722900215362527,0.02907394113424264,0.02907394113424264,0.026920315865039485,0.026920315865039485,0.02386934673366834,0.0,0.025843503230437905,0.0,0.021536252692031587,0.0014357501794687725,0.027817659727207466,0.017946877243359655,0.012203876525484566,0.02925340990667624,0.0,0.0,0.0021536252692031586,0.02925340990667624,0.012921751615218953,0.019382627422828428,0.02925340990667624,0.0,0.0021536252692031586,0.02925340990667624,0.02709978463747308
C3,0.0,0.02481520591341077,0.0,0.0,0.0,0.02481520591341077,0.02375923970432946,0.0,0.02481520591341077,0.003695881731784583,0.02481520591341077,0.0,0.02481520591341077,0.023231256599788808,0.02481520591341077,0.0005279831045406547,0.02481520591341077,0.02481520591341077,0.003695881731784583,0.02481520591341077,0.02481520591341077,0.02481520591341077,0.02481520591341077,0.024287222808870117,0.0,0.0,0.01795142555438226,0.02481520591341077,0.02481520591341077,0.0,0.0,0.02481520591341077,0.02481520591341077,0.02481520591341077,0.02481520591341077,0.02481520591341077,0.02481520591341077,0.02481520591341077,0.02481520591341077,0.02481520591341077,0.02481520591341077,0.0,0.02481520591341077,0.0,0.02481520591341077,0.003695881731784583,0.02481520591341077,0.02481520591341077,0.02481520591341077,0.02481520591341077,0.0,0.0,0.003695881731784583,0.02481520591341077,0.023231256599788808,0.02481520591341077,0.02481520591341077,0.0,0.003695881731784583,0.02481520591341077,0.02481520591341077
T7,0.03529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.5411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07058823529411765,0.0,0.023529411764705882,0.0,0.0,0.058823529411764705,0.011764705882352941,0.15294117647058825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03529411764705882,0.07058823529411765,0.0,0.0,0.0
TP9,0.0,0.03069247051708497,0.0,0.0,0.0,0.024342304203205323,0.006954944058058663,0.0,0.03447233141820381,0.0018143332325370426,0.021016026610220742,0.0,0.021620804354399756,0.008466888418506199,0.023132748714847294,0.00015119443604475356,0.025249470819473843,0.028424553976413667,0.006652555185969156,0.02600544299969761,0.027819776232234653,0.027214998488055638,0.02509827638342909,0.008769277290595706,0.0,0.0,0.00725733293014817,0.031902026005443,0.035077109162382825,0.0,0.0,0.02978530390081645,0.035077109162382825,0.035077109162382825,0.035077109162382825,0.01995766555790747,0.03265799818566677,0.03235560931357726,0.022830359842757785,0.02630783187178712,0.024644693075294828,0.0,0.025703054127608104,0.0,0.018596915633504688,0.0012095554883580285,0.024039915331115814,0.01708497127305715,0.010432416087087995,0.02797097066827941,0.0,0.0,0.0021167221046265497,0.027366192924100394,0.010885999395222256,0.016328999092833384,0.035077109162382825,0.0,0.0022679165406713033,0.03492591472633807,0.030087692772905957
CP5,0.0,0.02394106813996317,0.0,0.0,0.0,0.020257826887661142,0.011049723756906077,0.0,0.02394106813996317,0.022099447513812154,0.02394106813996317,0.0,0.02394106813996317,0.01289134438305709,0.02394106813996317,0.001841620626151013,0.02394106813996317,0.02394106813996317,0.020257826887661142,0.02394106813996317,0.02394106813996317,0.02394106813996317,0.02394106813996317,0.022099447513812154,0.0,0.0,0.0055248618784530384,0.02394106813996317,0.02394106813996317,0.0,0.0,0.02394106813996317,0.02394106813996317,0.02394106813996317,0.02394106813996317,0.022099447513812154,0.02394106813996317,0.02394106813996317,0.02394106813996317,0.02394106813996317,0.02394106813996317,0.0,0.02394106813996317,0.0,0.02394106813996317,0.014732965009208104,0.02394106813996317,0.02394106813996317,0.02394106813996317,0.02394106813996317,0.0,0.0,0.02394106813996317,0.02394106813996317,0.01841620626151013,0.020257826887661142,0.02394106813996317,0.0,0.02394106813996317,0.02394106813996317,0.01841620626151013
