,parstriangularis-rh,postcentral-lh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parstriangularis-rh,0.16923076923076924,0.12307692307692308,0.12307692307692308,0.12307692307692308,0.1076923076923077,0.12307692307692308,0.12307692307692308,0.1076923076923077
postcentral-lh,0.06153846153846154,0.2076923076923077,0.17692307692307693,0.16153846153846155,0.038461538461538464,0.12307692307692308,0.06153846153846154,0.16923076923076924
precentral-lh,0.0625,0.17857142857142858,0.22321428571428573,0.17857142857142858,0.03571428571428571,0.08035714285714286,0.0625,0.17857142857142858
rostralmiddlefrontal-lh,0.07207207207207207,0.18018018018018017,0.1891891891891892,0.1981981981981982,0.04504504504504504,0.09009009009009009,0.08108108108108109,0.14414414414414414
rostralmiddlefrontal-rh,0.14516129032258066,0.08064516129032258,0.08064516129032258,0.08064516129032258,0.3709677419354839,0.08064516129032258,0.08064516129032258,0.08064516129032258
superiortemporal-lh,0.08235294117647059,0.18823529411764706,0.10588235294117647,0.10588235294117647,0.047058823529411764,0.24705882352941178,0.08235294117647059,0.1411764705882353
superiortemporal-rh,0.11940298507462686,0.11940298507462686,0.11940298507462686,0.13432835820895522,0.07462686567164178,0.11940298507462686,0.208955223880597,0.1044776119402985
supramarginal-lh,0.0603448275862069,0.19827586206896552,0.1724137931034483,0.14655172413793102,0.034482758620689655,0.1206896551724138,0.0603448275862069,0.20689655172413793
