,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.4594594594594595,0.24324324324324326,0.0,0.20270270270270271,0.0945945945945946,0.0,0.0,0.0
parstriangularis-rh,0.32,0.38,0.0,0.3,0.0,0.0,0.0,0.0
postcentral-lh,0.0,0.0,0.4186046511627907,0.0,0.0,0.0,0.32558139534883723,0.2558139534883721
postcentral-rh,0.2698412698412698,0.30158730158730157,0.0,0.42857142857142855,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.2,0.0,0.0,0.0,0.475,0.175,0.15,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.0,0.11764705882352941,0.5686274509803921,0.27450980392156865,0.0392156862745098
superiorparietal-rh,0.0,0.0,0.21739130434782608,0.0,0.057971014492753624,0.21739130434782608,0.36231884057971014,0.14492753623188406
superiortemporal-rh,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.20512820512820512,0.5641025641025641
