,bankssts-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,paracentral-lh,parahippocampal-lh,parahippocampal-rh,rostralmiddlefrontal-lh
bankssts-lh,0.6420382165605095,0.0,0.0,0.0929936305732484,0.0,0.05222929936305733,0.12738853503184713,0.08535031847133757
frontalpole-lh,0.0,0.2754237288135593,0.2584745762711864,0.0,0.2019774011299435,0.0,0.06638418079096045,0.1977401129943503
frontalpole-rh,0.0,0.18865979381443299,0.47216494845360824,0.0,0.15979381443298968,0.0,0.03505154639175258,0.14432989690721648
fusiform-lh,0.05891354246365723,0.0,0.0,0.3978576893649579,0.02448355011476664,0.361132364192808,0.15761285386381024,0.0
paracentral-lh,0.0,0.1086286594761171,0.11941448382126348,0.02157164869029276,0.41448382126348227,0.0963020030816641,0.02157164869029276,0.21802773497688752
parahippocampal-lh,0.02672209026128266,0.0,0.0,0.2850356294536817,0.07779097387173396,0.417458432304038,0.14192399049881235,0.0510688836104513
parahippocampal-rh,0.07097232079488999,0.0333569907735983,0.0255500354861604,0.1483321504613201,0.0227111426543648,0.16962384669978708,0.46132008516678497,0.06813342796309439
rostralmiddlefrontal-lh,0.04906542056074766,0.10903426791277258,0.10903426791277258,0.0,0.2250778816199377,0.06853582554517133,0.07009345794392523,0.3691588785046729
