,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-rh,fusiform-lh,isthmuscingulate-lh,parahippocampal-rh,pericalcarine-lh,temporalpole-lh
caudalanteriorcingulate-lh,0.5365853658536586,0.4634146341463415,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.425,0.575,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.0,0.0,0.40789473684210525,0.14473684210526316,0.0,0.34868421052631576,0.09868421052631579
isthmuscingulate-lh,0.0,0.0,0.0,0.19642857142857142,0.45535714285714285,0.0,0.22321428571428573,0.125
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.3443708609271523,0.17880794701986755,0.0,0.4105960264900662,0.06622516556291391
temporalpole-lh,0.0,0.0,0.0,0.13580246913580246,0.14814814814814814,0.0,0.07407407407407407,0.6419753086419753
